generation	best_score	mean_score	best_auc	best_auprc	size
1	0.723582193341147	0.673582193341147	0.4935696055487722	0.6919521858286991	36
2	0.724832193341147	0.674832193341147	0.4935696055487722	0.6919521858286991	36
3	0.726082193341147	0.676082193341147	0.4935696055487722	0.6919521858286991	36
4	0.727332193341147	0.677332193341147	0.4935696055487722	0.6919521858286991	36
5	0.728582193341147	0.678582193341147	0.4935696055487722	0.6919521858286991	36
6	0.729832193341147	0.679832193341147	0.4935696055487722	0.6919521858286991	36
7	0.731082193341147	0.6810821933411471	0.4935696055487722	0.6919521858286991	36
8	0.732332193341147	0.682332193341147	0.4935696055487722	0.6919521858286991	36
9	0.733582193341147	0.683582193341147	0.4935696055487722	0.6919521858286991	36
10	0.734832193341147	0.684832193341147	0.4935696055487722	0.6919521858286991	36
11	0.736082193341147	0.6860821933411471	0.4935696055487722	0.6919521858286991	36
12	0.737332193341147	0.687332193341147	0.4935696055487722	0.6919521858286991	36
13	0.7385821933411469	0.688582193341147	0.4935696055487722	0.6919521858286991	36
14	0.739832193341147	0.689832193341147	0.4935696055487722	0.6919521858286991	36
15	0.741082193341147	0.6910821933411471	0.4935696055487722	0.6919521858286991	36
16	0.742332193341147	0.692332193341147	0.4935696055487722	0.6919521858286991	36
17	0.7435821933411471	0.693582193341147	0.4935696055487722	0.6919521858286991	36
18	0.744832193341147	0.694832193341147	0.4935696055487722	0.6919521858286991	36
19	0.746082193341147	0.6960821933411471	0.4935696055487722	0.6919521858286991	36
20	0.747332193341147	0.697332193341147	0.4935696055487722	0.6919521858286991	36
21	0.748582193341147	0.698582193341147	0.4935696055487722	0.6919521858286991	36
22	0.749832193341147	0.699832193341147	0.4935696055487722	0.6919521858286991	36
23	0.751082193341147	0.7010821933411471	0.4935696055487722	0.6919521858286991	36
24	0.752332193341147	0.702332193341147	0.4935696055487722	0.6919521858286991	36
25	0.753582193341147	0.703582193341147	0.4935696055487722	0.6919521858286991	36
26	0.754832193341147	0.704832193341147	0.4935696055487722	0.6919521858286991	36
27	0.756082193341147	0.706082193341147	0.4935696055487722	0.6919521858286991	36
28	0.757332193341147	0.707332193341147	0.4935696055487722	0.6919521858286991	36
29	0.758582193341147	0.708582193341147	0.4935696055487722	0.6919521858286991	36
30	0.759832193341147	0.709832193341147	0.4935696055487722	0.6919521858286991	36
31	0.761082193341147	0.7110821933411471	0.4935696055487722	0.6919521858286991	36
32	0.762332193341147	0.7123321933411471	0.4935696055487722	0.6919521858286991	36
33	0.763582193341147	0.713582193341147	0.4935696055487722	0.6919521858286991	36
34	0.764832193341147	0.714832193341147	0.4935696055487722	0.6919521858286991	36
35	0.766082193341147	0.716082193341147	0.4935696055487722	0.6919521858286991	36
36	0.767332193341147	0.7173321933411471	0.4935696055487722	0.6919521858286991	36
37	0.768582193341147	0.718582193341147	0.4935696055487722	0.6919521858286991	36
38	0.7698321933411469	0.719832193341147	0.4935696055487722	0.6919521858286991	36
39	0.771082193341147	0.721082193341147	0.4935696055487722	0.6919521858286991	36
40	0.772332193341147	0.7223321933411471	0.4935696055487722	0.6919521858286991	36
