generation	best_score	mean_score	best_auc	best_auprc	size
1	0.7035361229283912	0.6535361229283911	0.45962905728530723	0.6887726957628026	30
2	0.7047861229283912	0.6547861229283911	0.45962905728530723	0.6887726957628026	30
3	0.7060361229283911	0.6560361229283912	0.45962905728530723	0.6887726957628026	30
4	0.7072861229283911	0.6572861229283912	0.45962905728530723	0.6887726957628026	30
5	0.7085361229283912	0.6585361229283911	0.45962905728530723	0.6887726957628026	30
6	0.7097861229283912	0.6597861229283911	0.45962905728530723	0.6887726957628026	30
7	0.7110361229283911	0.6610361229283912	0.45962905728530723	0.6887726957628026	30
8	0.7122861229283911	0.6622861229283912	0.45962905728530723	0.6887726957628026	30
9	0.7135361229283912	0.6635361229283911	0.45962905728530723	0.6887726957628026	30
10	0.7147861229283912	0.6647861229283911	0.45962905728530723	0.6887726957628026	30
11	0.7160361229283911	0.6660361229283912	0.45962905728530723	0.6887726957628026	30
12	0.7172861229283911	0.6672861229283912	0.45962905728530723	0.6887726957628026	30
13	0.7185361229283911	0.6685361229283912	0.45962905728530723	0.6887726957628026	30
14	0.7197861229283912	0.6697861229283911	0.45962905728530723	0.6887726957628026	30
15	0.7210361229283911	0.6710361229283912	0.45962905728530723	0.6887726957628026	30
16	0.7222861229283911	0.6722861229283912	0.45962905728530723	0.6887726957628026	30
17	0.7235361229283912	0.6735361229283912	0.45962905728530723	0.6887726957628026	30
18	0.7247861229283912	0.6747861229283911	0.45962905728530723	0.6887726957628026	30
19	0.7260361229283911	0.6760361229283912	0.45962905728530723	0.6887726957628026	30
20	0.7272861229283911	0.6772861229283912	0.45962905728530723	0.6887726957628026	30
21	0.7285361229283911	0.6785361229283912	0.45962905728530723	0.6887726957628026	30
22	0.7297861229283912	0.6797861229283911	0.45962905728530723	0.6887726957628026	30
23	0.7310361229283912	0.6810361229283912	0.45962905728530723	0.6887726957628026	30
24	0.7322861229283911	0.6822861229283912	0.45962905728530723	0.6887726957628026	30
25	0.7335361229283911	0.6835361229283912	0.45962905728530723	0.6887726957628026	30
26	0.7347861229283912	0.6847861229283911	0.45962905728530723	0.6887726957628026	30
27	0.7360361229283912	0.6860361229283911	0.45962905728530723	0.6887726957628026	30
28	0.7372861229283911	0.6872861229283912	0.45962905728530723	0.6887726957628026	30
29	0.7385361229283911	0.6885361229283912	0.45962905728530723	0.6887726957628026	30
30	0.7397861229283912	0.6897861229283911	0.45962905728530723	0.6887726957628026	30
31	0.7410361229283912	0.6910361229283912	0.45962905728530723	0.6887726957628026	30
32	0.7422861229283911	0.6922861229283912	0.45962905728530723	0.6887726957628026	30
33	0.7435361229283911	0.6935361229283912	0.45962905728530723	0.6887726957628026	30
34	0.7447861229283912	0.6947861229283911	0.45962905728530723	0.6887726957628026	30
35	0.7460361229283912	0.6960361229283911	0.45962905728530723	0.6887726957628026	30
36	0.7472861229283911	0.6972861229283912	0.45962905728530723	0.6887726957628026	30
37	0.7485361229283911	0.6985361229283912	0.45962905728530723	0.6887726957628026	30
38	0.7497861229283911	0.6997861229283912	0.45962905728530723	0.6887726957628026	30
39	0.7510361229283912	0.7010361229283911	0.45962905728530723	0.6887726957628026	30
40	0.7522861229283911	0.7022861229283912	0.45962905728530723	0.6887726957628026	30
