generation	best_score	mean_score	best_auc	best_auprc	size
1	0.5848105939099889	0.5348105939099889	0.45962905728530723	0.6887726957628026	30
2	0.5860605939099889	0.5360605939099888	0.45962905728530723	0.6887726957628026	30
3	0.5873105939099889	0.5373105939099889	0.45962905728530723	0.6887726957628026	30
4	0.5885605939099888	0.5385605939099889	0.45962905728530723	0.6887726957628026	30
5	0.5898105939099889	0.5398105939099889	0.45962905728530723	0.6887726957628026	30
6	0.5910605939099889	0.5410605939099888	0.45962905728530723	0.6887726957628026	30
7	0.5923105939099889	0.5423105939099889	0.45962905728530723	0.6887726957628026	30
8	0.5935605939099888	0.5435605939099889	0.45962905728530723	0.6887726957628026	30
9	0.5948105939099888	0.5448105939099889	0.45962905728530723	0.6887726957628026	30
10	0.5960605939099889	0.5460605939099888	0.45962905728530723	0.6887726957628026	30
11	0.5973105939099889	0.5473105939099889	0.45962905728530723	0.6887726957628026	30
12	0.5985605939099888	0.5485605939099889	0.45962905728530723	0.6887726957628026	30
13	0.5998105939099889	0.5498105939099889	0.45962905728530723	0.6887726957628026	30
14	0.6010605939099889	0.5510605939099888	0.45962905728530723	0.6887726957628026	30
15	0.6023105939099889	0.5523105939099889	0.45962905728530723	0.6887726957628026	30
16	0.6035605939099888	0.5535605939099889	0.45962905728530723	0.6887726957628026	30
17	0.6048105939099888	0.5548105939099889	0.45962905728530723	0.6887726957628026	30
18	0.6060605939099889	0.5560605939099889	0.45962905728530723	0.6887726957628026	30
19	0.6073105939099889	0.5573105939099889	0.45962905728530723	0.6887726957628026	30
20	0.6085605939099888	0.5585605939099889	0.45962905728530723	0.6887726957628026	30
21	0.6098105939099888	0.5598105939099889	0.45962905728530723	0.6887726957628026	30
22	0.6110605939099889	0.5610605939099889	0.45962905728530723	0.6887726957628026	30
23	0.6123105939099889	0.5623105939099888	0.45962905728530723	0.6887726957628026	30
24	0.6135605939099888	0.5635605939099889	0.45962905728530723	0.6887726957628026	30
25	0.6148105939099888	0.5648105939099889	0.45962905728530723	0.6887726957628026	30
26	0.6160605939099889	0.5660605939099889	0.45962905728530723	0.6887726957628026	30
27	0.6173105939099889	0.567310593909989	0.45962905728530723	0.6887726957628026	30
28	0.6185605939099889	0.5685605939099889	0.45962905728530723	0.6887726957628026	30
29	0.6198105939099888	0.5698105939099889	0.45962905728530723	0.6887726957628026	30
30	0.6210605939099889	0.5710605939099889	0.45962905728530723	0.6887726957628026	30
31	0.6223105939099889	0.5723105939099888	0.45962905728530723	0.6887726957628026	30
32	0.6235605939099889	0.5735605939099889	0.45962905728530723	0.6887726957628026	30
33	0.6248105939099888	0.5748105939099889	0.45962905728530723	0.6887726957628026	30
34	0.6260605939099889	0.5760605939099889	0.45962905728530723	0.6887726957628026	30
35	0.6273105939099889	0.5773105939099888	0.45962905728530723	0.6887726957628026	30
36	0.6285605939099889	0.5785605939099889	0.45962905728530723	0.6887726957628026	30
37	0.6298105939099888	0.5798105939099889	0.45962905728530723	0.6887726957628026	30
38	0.6310605939099889	0.5810605939099889	0.45962905728530723	0.6887726957628026	30
39	0.6323105939099889	0.5823105939099888	0.45962905728530723	0.6887726957628026	30
40	0.6335605939099889	0.5835605939099889	0.45962905728530723	0.6887726957628026	30
