generation	best_score	mean_score	best_auc	best_auprc	size
1	0.7533743312852658	0.7033743312852657	0.4414523555148555	0.6866992203045047	18
2	0.7546243312852657	0.7046243312852657	0.4414523555148555	0.6866992203045047	18
3	0.7558743312852657	0.7058743312852658	0.4414523555148555	0.6866992203045047	18
4	0.7571243312852657	0.7071243312852658	0.4414523555148555	0.6866992203045047	18
5	0.7583743312852658	0.7083743312852657	0.4414523555148555	0.6866992203045047	18
6	0.7596243312852657	0.7096243312852657	0.4414523555148555	0.6866992203045047	18
7	0.7608743312852657	0.7108743312852658	0.4414523555148555	0.6866992203045047	18
8	0.7621243312852657	0.7121243312852658	0.4414523555148555	0.6866992203045047	18
9	0.7633743312852657	0.7133743312852657	0.4414523555148555	0.6866992203045047	18
10	0.7646243312852657	0.7146243312852657	0.4414523555148555	0.6866992203045047	18
11	0.7658743312852657	0.7158743312852658	0.4414523555148555	0.6866992203045047	18
12	0.7671243312852657	0.7171243312852658	0.4414523555148555	0.6866992203045047	18
13	0.7683743312852658	0.7183743312852657	0.4414523555148555	0.6866992203045047	18
14	0.7696243312852658	0.7196243312852657	0.4414523555148555	0.6866992203045047	18
15	0.7708743312852657	0.7208743312852658	0.4414523555148555	0.6866992203045047	18
16	0.7721243312852657	0.7221243312852658	0.4414523555148555	0.6866992203045047	18
17	0.7733743312852657	0.7233743312852657	0.4414523555148555	0.6866992203045047	18
18	0.7746243312852658	0.7246243312852657	0.4414523555148555	0.6866992203045047	18
19	0.7758743312852657	0.7258743312852658	0.4414523555148555	0.6866992203045047	18
20	0.7771243312852657	0.7271243312852658	0.4414523555148555	0.6866992203045047	18
21	0.7783743312852657	0.7283743312852657	0.4414523555148555	0.6866992203045047	18
22	0.7796243312852658	0.7296243312852657	0.4414523555148555	0.6866992203045047	18
23	0.7808743312852657	0.7308743312852657	0.4414523555148555	0.6866992203045047	18
24	0.7821243312852657	0.7321243312852658	0.4414523555148555	0.6866992203045047	18
25	0.7833743312852657	0.7333743312852657	0.4414523555148555	0.6866992203045047	18
26	0.7846243312852658	0.7346243312852657	0.4414523555148555	0.6866992203045047	18
27	0.7858743312852657	0.7358743312852658	0.4414523555148555	0.6866992203045047	18
28	0.7871243312852657	0.7371243312852658	0.4414523555148555	0.6866992203045047	18
29	0.7883743312852657	0.7383743312852658	0.4414523555148555	0.6866992203045047	18
30	0.7896243312852658	0.7396243312852657	0.4414523555148555	0.6866992203045047	18
31	0.7908743312852657	0.7408743312852657	0.4414523555148555	0.6866992203045047	18
32	0.7921243312852657	0.7421243312852658	0.4414523555148555	0.6866992203045047	18
33	0.7933743312852657	0.7433743312852658	0.4414523555148555	0.6866992203045047	18
34	0.7946243312852658	0.7446243312852657	0.4414523555148555	0.6866992203045047	18
35	0.7958743312852657	0.7458743312852657	0.4414523555148555	0.6866992203045047	18
36	0.7971243312852657	0.7471243312852658	0.4414523555148555	0.6866992203045047	18
37	0.7983743312852657	0.7483743312852658	0.4414523555148555	0.6866992203045047	18
38	0.7996243312852658	0.7496243312852657	0.4414523555148555	0.6866992203045047	18
39	0.8008743312852658	0.7508743312852657	0.4414523555148555	0.6866992203045047	18
40	0.8021243312852657	0.7521243312852658	0.4414523555148555	0.6866992203045047	18
