mean_delta	ci_low	ci_high	p_value	endpoint	stratum	target_model	comparison	baseline_model	n_samples	target_AUROC	baseline_AUROC	target_AUPRC	baseline_AUPRC	target_ECE	baseline_ECE	is_strong_baseline	status	fdr_q
0.0	0.0	0.0	1.0	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-ModulePriorFixed	EcoNiche-Opt-ModulePriorFixed	117	0.7049025769956003	0.7049025769956003	0.5584727461504684	0.5584727461504684	0.2348619118541941	0.2348619118541941	True	computed_from_matched_predictions	1.0
0.02775562127551429	-0.0033750449680001082	0.06081452455120003	0.088	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-ModuleIFNConsensus	EcoNiche-Opt-ModuleIFNConsensus	117	0.7049025769956003	0.6778755499685732	0.5584727461504684	0.5245434755898563	0.2348619118541941	0.1514650082968751	False	computed_from_matched_predictions	0.1128
0.03249329623056918	-0.002406867526593603	0.06889229324241575	0.074	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-AdaptiveConsensus	EcoNiche-Opt-AdaptiveConsensus	117	0.7049025769956003	0.6731615336266499	0.5584727461504684	0.5196335270591229	0.2348619118541941	0.1368921744590639	False	computed_from_matched_predictions	0.10246153846153845
0.04029790273508931	-0.011449268205082184	0.09330478050864653	0.136	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_CXCL9	CXCL9	117	0.7049025769956003	0.6656191074795725	0.5584727461504684	0.5169521608871197	0.2348619118541941	0.13808986252382452	True	computed_from_matched_predictions	0.15300000000000002
0.039738580734399946	-0.0012624956639943005	0.08344396603860467	0.06	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_TIG	TIG	117	0.7049025769956003	0.6656191074795725	0.5584727461504684	0.5168752653089108	0.2348619118541941	0.13663482754097397	True	computed_from_matched_predictions	0.10246153846153845
0.04168727559448328	-0.0058649982529699555	0.09142357642357656	0.094	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_IFNG	IFNG	117	0.7049025769956003	0.6643620364550596	0.5584727461504684	0.5120861576692182	0.2348619118541941	0.13531512901356266	True	computed_from_matched_predictions	0.1128
0.041442223700593674	-0.029292986425339413	0.11378718216049466	0.246	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_APM	APM	117	0.7049025769956003	0.6637335009428034	0.5584727461504684	0.48783872828045893	0.2348619118541941	0.13641855938444358	True	computed_from_matched_predictions	0.2604705882352941
0.050016986215071696	0.01922458665033685	0.08145952943825276	0.002	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-ModulePriorFixed-Platt	EcoNiche-Opt-ModulePriorFixed-Platt	117	0.7049025769956003	0.6552482715273412	0.5584727461504684	0.4877455053893849	0.2348619118541941	0.14865713902293257	False	computed_from_matched_predictions	0.009000000000000001
0.050947241626052145	-0.002893943523724393	0.10525193771937795	0.068	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_TIDE_dysfunction	TIDE_dysfunction	117	0.7049025769956003	0.6546197360150849	0.5584727461504684	0.5271690269213777	0.2348619118541941	0.1271748862850858	True	computed_from_matched_predictions	0.10246153846153845
0.07487015801757636	0.014625435540069698	0.13501870852886708	0.016	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-ImmuneComposite	EcoNiche-Opt-ImmuneComposite	117	0.7049025769956003	0.6316781898177247	0.5584727461504684	0.4780554067404326	0.2348619118541941	0.15067365469527264	True	computed_from_matched_predictions	0.036000000000000004
0.07567196506701329	0.023253741242797478	0.13271604938271608	0.008	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_CYT	CYT	117	0.7049025769956003	0.6297925832809553	0.5584727461504684	0.48703958290421456	0.2348619118541941	0.13835256442885546	True	computed_from_matched_predictions	0.020571428571428574
0.11588097302413775	0.029727659038118647	0.1986494192271503	0.008	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_PDCD1LG2	PDCD1LG2	117	0.7049025769956003	0.5914519170333123	0.5584727461504684	0.44399720830576167	0.2348619118541941	0.1716014375495769	True	computed_from_matched_predictions	0.020571428571428574
0.14031033242062654	-0.006551900866641986	0.2919169719169719	0.07	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_IPRES	IPRES	117	0.7049025769956003	0.5669390320553112	0.5584727461504684	0.4291849220847015	0.2348619118541941	0.18024643962755493	True	computed_from_matched_predictions	0.10246153846153845
0.16117450702082964	0.006978442728442724	0.31013981066865687	0.042	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_TIDE_exclusion	TIDE_exclusion	117	0.7049025769956003	0.5436832181018227	0.5584727461504684	0.38164509071064057	0.2348619118541941	0.16930397228588195	True	computed_from_matched_predictions	0.084
0.1878679264295709	0.07740877832614537	0.30116096120186353	0.002	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph	117	0.7049025769956003	0.5194846008799497	0.5584727461504684	0.5069277791385192	0.2348619118541941	0.30043088340384266	False	computed_from_matched_predictions	0.009000000000000001
0.20371581457406246	0.07228982399714085	0.3367969722865828	0.008	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-WordNoInteraction	EcoNiche-Opt-WordNoInteraction	117	0.7049025769956003	0.5028284098051541	0.5584727461504684	0.38342873400056515	0.2348619118541941	0.25073198318640844	True	computed_from_matched_predictions	0.020571428571428574
0.22166539308702757	0.08390426688246601	0.36072461248012705	0.0	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-WordUnsignedGraph	EcoNiche-Opt-WordUnsignedGraph	117	0.7049025769956003	0.4877435575109994	0.5584727461504684	0.38999811868077994	0.2348619118541941	0.28142311820920274	True	computed_from_matched_predictions	0.0
0.24237207924106433	0.12511020454394856	0.37049670421763453	0.0	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-WordNoBioObjective	EcoNiche-Opt-WordNoBioObjective	117	0.7049025769956003	0.4666876178504086	0.5584727461504684	0.3557443340444494	0.2348619118541941	0.3537834730520795	True	computed_from_matched_predictions	0.0
-0.1878679264295709	-0.30116096120186353	-0.0774087783261454	0.002	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology	117	0.5194846008799497	0.7049025769956003	0.5069277791385192	0.5584727461504684	0.30043088340384266	0.2348619118541941	False	computed_from_matched_predictions	0.018000000000000002
-0.1878679264295709	-0.30116096120186353	-0.0774087783261454	0.002	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-ModulePriorFixed	EcoNiche-Opt-ModulePriorFixed	117	0.5194846008799497	0.7049025769956003	0.5069277791385192	0.5584727461504684	0.30043088340384266	0.2348619118541941	True	computed_from_matched_predictions	0.018000000000000002
-0.16011230515405667	-0.2775233177881412	-0.042335597406606994	0.008	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-ModuleIFNConsensus	EcoNiche-Opt-ModuleIFNConsensus	117	0.5194846008799497	0.6778755499685732	0.5069277791385192	0.5245434755898563	0.30043088340384266	0.1514650082968751	False	computed_from_matched_predictions	0.036
-0.15537463019900172	-0.2754031180638931	-0.035210341602541016	0.01	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-AdaptiveConsensus	EcoNiche-Opt-AdaptiveConsensus	117	0.5194846008799497	0.6731615336266499	0.5069277791385192	0.5196335270591229	0.30043088340384266	0.1368921744590639	False	computed_from_matched_predictions	0.036
-0.14757002369448163	-0.26770830896783593	-0.0240160459719559	0.02	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_CXCL9	CXCL9	117	0.5194846008799497	0.6656191074795725	0.5069277791385192	0.5169521608871197	0.30043088340384266	0.13808986252382452	True	computed_from_matched_predictions	0.045
-0.14812934569517097	-0.2661642238507663	-0.029633847220344574	0.01	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_TIG	TIG	117	0.5194846008799497	0.6656191074795725	0.5069277791385192	0.5168752653089108	0.30043088340384266	0.13663482754097397	True	computed_from_matched_predictions	0.036
-0.14618065083508763	-0.26976879005104804	-0.019720665127891196	0.026	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_IFNG	IFNG	117	0.5194846008799497	0.6643620364550596	0.5069277791385192	0.5120861576692182	0.30043088340384266	0.13531512901356266	True	computed_from_matched_predictions	0.052
-0.14642570272897726	-0.2734469250476178	-0.014121290007917855	0.034	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_APM	APM	117	0.5194846008799497	0.6637335009428034	0.5069277791385192	0.48783872828045893	0.30043088340384266	0.13641855938444358	True	computed_from_matched_predictions	0.06120000000000001
-0.13785094021449926	-0.2558549717275987	-0.025615501519756775	0.018	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-ModulePriorFixed-Platt	EcoNiche-Opt-ModulePriorFixed-Platt	117	0.5194846008799497	0.6552482715273412	0.5069277791385192	0.4877455053893849	0.30043088340384266	0.14865713902293257	False	computed_from_matched_predictions	0.045
-0.1369206848035188	-0.26429918290383403	-0.018371096142069884	0.02	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_TIDE_dysfunction	TIDE_dysfunction	117	0.5194846008799497	0.6546197360150849	0.5069277791385192	0.5271690269213777	0.30043088340384266	0.1271748862850858	True	computed_from_matched_predictions	0.045
-0.11299776841199458	-0.24194666560051184	0.01746785058175137	0.092	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-ImmuneComposite	EcoNiche-Opt-ImmuneComposite	117	0.5194846008799497	0.6316781898177247	0.5069277791385192	0.4780554067404326	0.30043088340384266	0.15067365469527264	True	computed_from_matched_predictions	0.13799999999999998
-0.11219596136255763	-0.235314798005501	0.004201404858827566	0.066	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_CYT	CYT	117	0.5194846008799497	0.6297925832809553	0.5069277791385192	0.48703958290421456	0.30043088340384266	0.13835256442885546	True	computed_from_matched_predictions	0.10800000000000001
-0.07198695340543318	-0.2150948625764802	0.0664574402939374	0.304	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_PDCD1LG2	PDCD1LG2	117	0.5194846008799497	0.5914519170333123	0.5069277791385192	0.44399720830576167	0.30043088340384266	0.1716014375495769	True	computed_from_matched_predictions	0.4209230769230769
-0.047557594008944375	-0.18877603808356366	0.10213262764632633	0.488	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_IPRES	IPRES	117	0.5194846008799497	0.5669390320553112	0.5069277791385192	0.4291849220847015	0.30043088340384266	0.18024643962755493	True	computed_from_matched_predictions	0.5855999999999999
-0.026693419408741315	-0.1759589531391857	0.1216689029484279	0.724	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_TIDE_exclusion	TIDE_exclusion	117	0.5194846008799497	0.5436832181018227	0.5069277791385192	0.38164509071064057	0.30043088340384266	0.16930397228588195	True	computed_from_matched_predictions	0.762
0.01584788814449153	-0.10118595445650247	0.12791901592354066	0.762	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-WordNoInteraction	EcoNiche-Opt-WordNoInteraction	117	0.5194846008799497	0.5028284098051541	0.5069277791385192	0.38342873400056515	0.30043088340384266	0.25073198318640844	True	computed_from_matched_predictions	0.762
0.033797466657456664	-0.07323067134915265	0.14764770723104062	0.54	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-WordUnsignedGraph	EcoNiche-Opt-WordUnsignedGraph	117	0.5194846008799497	0.4877435575109994	0.5069277791385192	0.38999811868077994	0.30043088340384266	0.28142311820920274	True	computed_from_matched_predictions	0.6075
0.05450415281149339	-0.06865191961053593	0.17021341741475685	0.372	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-WordNoBioObjective	EcoNiche-Opt-WordNoBioObjective	117	0.5194846008799497	0.4666876178504086	0.5069277791385192	0.3557443340444494	0.30043088340384266	0.3537834730520795	True	computed_from_matched_predictions	0.47828571428571426
0.0	0.0	0.0	1.0	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-ModulePriorFixed	EcoNiche-Opt-ModulePriorFixed	131	0.6845588235294118	0.6845588235294118	0.5804730202048082	0.5804730202048082	0.23858416431842683	0.23858416431842683	True	computed_from_matched_predictions	1.0
0.027807636854439665	-0.005085215918891056	0.061010793172690835	0.092	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-ModuleIFNConsensus	EcoNiche-Opt-ModuleIFNConsensus	131	0.6845588235294118	0.6568627450980392	0.5804730202048082	0.5443547966142261	0.23858416431842683	0.13728703635307532	False	computed_from_matched_predictions	0.12342857142857143
0.030353345033696227	-0.0050541432272656	0.06598538976879391	0.088	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-AdaptiveConsensus	EcoNiche-Opt-AdaptiveConsensus	131	0.6845588235294118	0.6544117647058824	0.5804730202048082	0.5459537905768007	0.23858416431842683	0.123103902051317	False	computed_from_matched_predictions	0.12342857142857143
0.03489441358607765	-0.014743146474890952	0.0873961834733893	0.186	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_CXCL9	CXCL9	131	0.6845588235294118	0.649264705882353	0.5804730202048082	0.5371225556519088	0.23858416431842683	0.1345603036842726	True	computed_from_matched_predictions	0.20925
0.03901720958224259	-0.008788754114593093	0.08761443852043785	0.116	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_TIDE_dysfunction	TIDE_dysfunction	131	0.6845588235294118	0.6455882352941177	0.5804730202048082	0.5478125399264986	0.23858416431842683	0.11415110795487338	True	computed_from_matched_predictions	0.13920000000000002
0.040117159526537216	0.00023448773448786522	0.08587135640348711	0.05	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_TIG	TIG	131	0.6845588235294118	0.6443627450980393	0.5804730202048082	0.5402750166694281	0.23858416431842683	0.11949029910582962	True	computed_from_matched_predictions	0.09
0.04283269326866115	-0.025119886633044573	0.11338986952605705	0.216	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_APM	APM	131	0.6845588235294118	0.6419117647058823	0.5804730202048082	0.5025690476013558	0.23858416431842683	0.13856848077764605	True	computed_from_matched_predictions	0.22870588235294118
