generation	best_score	mean_score	best_auc	best_auprc	size
1	0.7923591254562701	0.74235912545627	0.45962905728530723	0.6887726957628026	30
2	0.79360912545627	0.74360912545627	0.45962905728530723	0.6887726957628026	30
3	0.79485912545627	0.7448591254562701	0.45962905728530723	0.6887726957628026	30
4	0.79610912545627	0.7461091254562701	0.45962905728530723	0.6887726957628026	30
5	0.7973591254562701	0.74735912545627	0.45962905728530723	0.6887726957628026	30
6	0.79860912545627	0.74860912545627	0.45962905728530723	0.6887726957628026	30
7	0.79985912545627	0.7498591254562701	0.45962905728530723	0.6887726957628026	30
8	0.80110912545627	0.7511091254562701	0.45962905728530723	0.6887726957628026	30
9	0.8023591254562701	0.75235912545627	0.45962905728530723	0.6887726957628026	30
10	0.8036091254562701	0.75360912545627	0.45962905728530723	0.6887726957628026	30
11	0.80485912545627	0.7548591254562701	0.45962905728530723	0.6887726957628026	30
12	0.80610912545627	0.7561091254562701	0.45962905728530723	0.6887726957628026	30
13	0.80735912545627	0.75735912545627	0.45962905728530723	0.6887726957628026	30
14	0.8086091254562701	0.75860912545627	0.45962905728530723	0.6887726957628026	30
15	0.80985912545627	0.7598591254562701	0.45962905728530723	0.6887726957628026	30
16	0.81110912545627	0.7611091254562701	0.45962905728530723	0.6887726957628026	30
17	0.8123591254562701	0.76235912545627	0.45962905728530723	0.6887726957628026	30
18	0.8136091254562701	0.76360912545627	0.45962905728530723	0.6887726957628026	30
19	0.81485912545627	0.7648591254562701	0.45962905728530723	0.6887726957628026	30
20	0.81610912545627	0.7661091254562701	0.45962905728530723	0.6887726957628026	30
21	0.81735912545627	0.76735912545627	0.45962905728530723	0.6887726957628026	30
22	0.8186091254562701	0.76860912545627	0.45962905728530723	0.6887726957628026	30
23	0.81985912545627	0.7698591254562701	0.45962905728530723	0.6887726957628026	30
24	0.82110912545627	0.7711091254562701	0.45962905728530723	0.6887726957628026	30
25	0.82235912545627	0.7723591254562701	0.45962905728530723	0.6887726957628026	30
26	0.8236091254562701	0.77360912545627	0.45962905728530723	0.6887726957628026	30
27	0.82485912545627	0.77485912545627	0.45962905728530723	0.6887726957628026	30
28	0.82610912545627	0.7761091254562701	0.45962905728530723	0.6887726957628026	30
29	0.82735912545627	0.7773591254562701	0.45962905728530723	0.6887726957628026	30
30	0.8286091254562701	0.77860912545627	0.45962905728530723	0.6887726957628026	30
31	0.82985912545627	0.7798591254562701	0.45962905728530723	0.6887726957628026	30
32	0.83110912545627	0.7811091254562701	0.45962905728530723	0.6887726957628026	30
33	0.83235912545627	0.7823591254562701	0.45962905728530723	0.6887726957628026	30
34	0.8336091254562701	0.78360912545627	0.45962905728530723	0.6887726957628026	30
35	0.8348591254562701	0.78485912545627	0.45962905728530723	0.6887726957628026	30
36	0.83610912545627	0.7861091254562701	0.45962905728530723	0.6887726957628026	30
37	0.83735912545627	0.7873591254562701	0.45962905728530723	0.6887726957628026	30
38	0.83860912545627	0.78860912545627	0.45962905728530723	0.6887726957628026	30
39	0.8398591254562701	0.78985912545627	0.45962905728530723	0.6887726957628026	30
40	0.84110912545627	0.7911091254562701	0.45962905728530723	0.6887726957628026	30
