mean_delta	ci_low	ci_high	p_value	endpoint	stratum	target_model	comparison	baseline_model	n_samples	target_AUROC	baseline_AUROC	target_AUPRC	baseline_AUPRC	target_ECE	baseline_ECE	is_strong_baseline	status	fdr_q
0.0	0.0	0.0	1.0	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-ModulePriorFixed	EcoNiche-Opt-ModulePriorFixed	117	0.7049025769956003	0.7049025769956003	0.5584727461504684	0.5584727461504684	0.2348619118541941	0.2348619118541941	True	computed_from_matched_predictions	1.0
0.02775562127551429	-0.0033750449680001082	0.06081452455120003	0.088	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-ModuleIFNConsensus	EcoNiche-Opt-ModuleIFNConsensus	117	0.7049025769956003	0.6778755499685732	0.5584727461504684	0.5245434755898563	0.2348619118541941	0.1514650082968751	False	computed_from_matched_predictions	0.1128
0.03249329623056918	-0.002406867526593603	0.06889229324241575	0.074	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-AdaptiveConsensus	EcoNiche-Opt-AdaptiveConsensus	117	0.7049025769956003	0.6731615336266499	0.5584727461504684	0.5196335270591229	0.2348619118541941	0.1368921744590639	False	computed_from_matched_predictions	0.10246153846153845
0.04029790273508931	-0.011449268205082184	0.09330478050864653	0.136	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_CXCL9	CXCL9	117	0.7049025769956003	0.6656191074795725	0.5584727461504684	0.5169521608871197	0.2348619118541941	0.13808986252382452	True	computed_from_matched_predictions	0.15300000000000002
0.039738580734399946	-0.0012624956639943005	0.08344396603860467	0.06	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_TIG	TIG	117	0.7049025769956003	0.6656191074795725	0.5584727461504684	0.5168752653089108	0.2348619118541941	0.13663482754097397	True	computed_from_matched_predictions	0.10246153846153845
0.04168727559448328	-0.0058649982529699555	0.09142357642357656	0.094	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_IFNG	IFNG	117	0.7049025769956003	0.6643620364550596	0.5584727461504684	0.5120861576692182	0.2348619118541941	0.13531512901356266	True	computed_from_matched_predictions	0.1128
0.041442223700593674	-0.029292986425339413	0.11378718216049466	0.246	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_APM	APM	117	0.7049025769956003	0.6637335009428034	0.5584727461504684	0.48783872828045893	0.2348619118541941	0.13641855938444358	True	computed_from_matched_predictions	0.2604705882352941
0.050016986215071696	0.01922458665033685	0.08145952943825276	0.002	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-ModulePriorFixed-Platt	EcoNiche-Opt-ModulePriorFixed-Platt	117	0.7049025769956003	0.6552482715273412	0.5584727461504684	0.4877455053893849	0.2348619118541941	0.14865713902293257	False	computed_from_matched_predictions	0.018000000000000002
0.050947241626052145	-0.002893943523724393	0.10525193771937795	0.068	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_TIDE_dysfunction	TIDE_dysfunction	117	0.7049025769956003	0.6546197360150849	0.5584727461504684	0.5271690269213777	0.2348619118541941	0.1271748862850858	True	computed_from_matched_predictions	0.10246153846153845
0.07487015801757636	0.014625435540069698	0.13501870852886708	0.016	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-ImmuneComposite	EcoNiche-Opt-ImmuneComposite	117	0.7049025769956003	0.6316781898177247	0.5584727461504684	0.4780554067404326	0.2348619118541941	0.15067365469527264	True	computed_from_matched_predictions	0.036000000000000004
0.07567196506701329	0.023253741242797478	0.13271604938271608	0.008	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_CYT	CYT	117	0.7049025769956003	0.6297925832809553	0.5584727461504684	0.48703958290421456	0.2348619118541941	0.13835256442885546	True	computed_from_matched_predictions	0.025714285714285714
0.11588097302413775	0.029727659038118647	0.1986494192271503	0.008	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_PDCD1LG2	PDCD1LG2	117	0.7049025769956003	0.5914519170333123	0.5584727461504684	0.44399720830576167	0.2348619118541941	0.1716014375495769	True	computed_from_matched_predictions	0.025714285714285714
0.14031033242062654	-0.006551900866641986	0.2919169719169719	0.07	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_IPRES	IPRES	117	0.7049025769956003	0.5669390320553112	0.5584727461504684	0.4291849220847015	0.2348619118541941	0.18024643962755493	True	computed_from_matched_predictions	0.10246153846153845
0.1626172694746814	0.0434343081989172	0.2878963623026524	0.01	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-WordUnsignedGraph	EcoNiche-Opt-WordUnsignedGraph	117	0.7049025769956003	0.5471401634192332	0.5584727461504684	0.46964572459445997	0.2348619118541941	0.18782259299092646	True	computed_from_matched_predictions	0.025714285714285714
0.16117450702082964	0.006978442728442724	0.31013981066865687	0.042	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_TIDE_exclusion	TIDE_exclusion	117	0.7049025769956003	0.5436832181018227	0.5584727461504684	0.38164509071064057	0.2348619118541941	0.16930397228588195	True	computed_from_matched_predictions	0.084
0.17470782364407123	0.060164682539682476	0.2979897186147186	0.008	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-WordNoBioObjective	EcoNiche-Opt-WordNoBioObjective	117	0.7049025769956003	0.5336266499057196	0.5584727461504684	0.40891215090158295	0.2348619118541941	0.17690011274004303	True	computed_from_matched_predictions	0.025714285714285714
0.179384694611699	0.06824041811846686	0.29857326007325996	0.0	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph	117	0.7049025769956003	0.5304839723444374	0.5584727461504684	0.41622055086041587	0.2348619118541941	0.35620967815688154	False	computed_from_matched_predictions	0.0
0.1805344977880222	0.046012639623750795	0.32732143605399416	0.01	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-WordNoInteraction	EcoNiche-Opt-WordNoInteraction	117	0.7049025769956003	0.5295411690760528	0.5584727461504684	0.42244438903885784	0.2348619118541941	0.3598041039921117	True	computed_from_matched_predictions	0.025714285714285714
-0.179384694611699	-0.29857326007326	-0.0682404181184669	0.0	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology	117	0.5304839723444374	0.7049025769956003	0.41622055086041587	0.5584727461504684	0.35620967815688154	0.2348619118541941	False	computed_from_matched_predictions	0.0
-0.179384694611699	-0.29857326007326	-0.0682404181184669	0.0	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-ModulePriorFixed	EcoNiche-Opt-ModulePriorFixed	117	0.5304839723444374	0.7049025769956003	0.41622055086041587	0.5584727461504684	0.35620967815688154	0.2348619118541941	True	computed_from_matched_predictions	0.0
-0.15162907333618472	-0.2721604491603301	-0.03662989876118626	0.01	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-ModuleIFNConsensus	EcoNiche-Opt-ModuleIFNConsensus	117	0.5304839723444374	0.6778755499685732	0.41622055086041587	0.5245434755898563	0.35620967815688154	0.1514650082968751	False	computed_from_matched_predictions	0.04
-0.14689139838112986	-0.2662852391510928	-0.03318125937988963	0.016	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-AdaptiveConsensus	EcoNiche-Opt-AdaptiveConsensus	117	0.5304839723444374	0.6731615336266499	0.41622055086041587	0.5196335270591229	0.35620967815688154	0.1368921744590639	False	computed_from_matched_predictions	0.04
-0.13908679187660972	-0.2559902600089372	-0.019679734444659973	0.02	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_CXCL9	CXCL9	117	0.5304839723444374	0.6656191074795725	0.41622055086041587	0.5169521608871197	0.35620967815688154	0.13808986252382452	True	computed_from_matched_predictions	0.04
-0.13964611387729908	-0.25552621715181834	-0.0281552671024331	0.014	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_TIG	TIG	117	0.5304839723444374	0.6656191074795725	0.41622055086041587	0.5168752653089108	0.35620967815688154	0.13663482754097397	True	computed_from_matched_predictions	0.04
-0.13769741901721574	-0.2525446164981048	-0.021676551327714188	0.018	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_IFNG	IFNG	117	0.5304839723444374	0.6643620364550596	0.41622055086041587	0.5120861576692182	0.35620967815688154	0.13531512901356266	True	computed_from_matched_predictions	0.04
-0.13794247091110537	-0.24630144718335925	-0.0238843494657448	0.018	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_APM	APM	117	0.5304839723444374	0.6637335009428034	0.41622055086041587	0.48783872828045893	0.35620967815688154	0.13641855938444358	True	computed_from_matched_predictions	0.04
-0.12936770839662734	-0.2501701750514186	-0.018298631342171506	0.02	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-ModulePriorFixed-Platt	EcoNiche-Opt-ModulePriorFixed-Platt	117	0.5304839723444374	0.6552482715273412	0.41622055086041587	0.4877455053893849	0.35620967815688154	0.14865713902293257	False	computed_from_matched_predictions	0.04
-0.1284374529856469	-0.2514212195311672	-0.012831159648020153	0.03	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_TIDE_dysfunction	TIDE_dysfunction	117	0.5304839723444374	0.6546197360150849	0.41622055086041587	0.5271690269213777	0.35620967815688154	0.1271748862850858	True	computed_from_matched_predictions	0.054000000000000006
-0.10451453659412267	-0.22373376623376615	0.01899876933895919	0.088	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-ImmuneComposite	EcoNiche-Opt-ImmuneComposite	117	0.5304839723444374	0.6316781898177247	0.41622055086041587	0.4780554067404326	0.35620967815688154	0.15067365469527264	True	computed_from_matched_predictions	0.13199999999999998
-0.10371272954468574	-0.22046197266785497	0.00716974265051194	0.074	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_CYT	CYT	117	0.5304839723444374	0.6297925832809553	0.41622055086041587	0.48703958290421456	0.35620967815688154	0.13835256442885546	True	computed_from_matched_predictions	0.12109090909090908
-0.06350372158756129	-0.1845458238876901	0.0704476861167003	0.332	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_PDCD1LG2	PDCD1LG2	117	0.5304839723444374	0.5914519170333123	0.41622055086041587	0.44399720830576167	0.35620967815688154	0.1716014375495769	True	computed_from_matched_predictions	0.4596923076923077
-0.03907436219107248	-0.19015649417489355	0.11848994343180386	0.634	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_IPRES	IPRES	117	0.5304839723444374	0.5669390320553112	0.41622055086041587	0.4291849220847015	0.35620967815688154	0.18024643962755493	True	computed_from_matched_predictions	0.8151428571428572
-0.016767425137017653	-0.13415395840348937	0.0993484012895115	0.838	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-WordUnsignedGraph	EcoNiche-Opt-WordUnsignedGraph	117	0.5304839723444374	0.5471401634192332	0.41622055086041587	0.46964572459445997	0.35620967815688154	0.18782259299092646	True	computed_from_matched_predictions	0.94275
-0.018210187590869408	-0.18556832025106276	0.14539806951713227	0.802	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_TIDE_exclusion	TIDE_exclusion	117	0.5304839723444374	0.5436832181018227	0.41622055086041587	0.38164509071064057	0.35620967815688154	0.16930397228588195	True	computed_from_matched_predictions	0.94275
-0.004676870967627794	-0.12791508511617208	0.12100578316610927	0.954	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-WordNoBioObjective	EcoNiche-Opt-WordNoBioObjective	117	0.5304839723444374	0.5336266499057196	0.41622055086041587	0.40891215090158295	0.35620967815688154	0.17690011274004303	True	computed_from_matched_predictions	0.972
0.001149803176323137	-0.09733503558047521	0.09612901711738928	0.972	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	EcoNiche-Opt-WordFullGraph_vs_EcoNiche-Opt-WordNoInteraction	EcoNiche-Opt-WordNoInteraction	117	0.5304839723444374	0.5295411690760528	0.41622055086041587	0.42244438903885784	0.35620967815688154	0.3598041039921117	True	computed_from_matched_predictions	0.972
0.0	0.0	0.0	1.0	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-ModulePriorFixed	EcoNiche-Opt-ModulePriorFixed	131	0.6845588235294118	0.6845588235294118	0.5804730202048082	0.5804730202048082	0.23858416431842683	0.23858416431842683	True	computed_from_matched_predictions	1.0
0.027807636854439665	-0.005085215918891056	0.061010793172690835	0.092	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-ModuleIFNConsensus	EcoNiche-Opt-ModuleIFNConsensus	131	0.6845588235294118	0.6568627450980392	0.5804730202048082	0.5443547966142261	0.23858416431842683	0.13728703635307532	False	computed_from_matched_predictions	0.13292307692307692
0.030353345033696227	-0.0050541432272656	0.06598538976879391	0.088	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-AdaptiveConsensus	EcoNiche-Opt-AdaptiveConsensus	131	0.6845588235294118	0.6544117647058824	0.5804730202048082	0.5459537905768007	0.23858416431842683	0.123103902051317	False	computed_from_matched_predictions	0.13292307692307692
0.03489441358607765	-0.014743146474890952	0.0873961834733893	0.186	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_CXCL9	CXCL9	131	0.6845588235294118	0.649264705882353	0.5804730202048082	0.5371225556519088	0.23858416431842683	0.1345603036842726	True	computed_from_matched_predictions	0.22319999999999998
0.03901720958224259	-0.008788754114593093	0.08761443852043785	0.116	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_TIDE_dysfunction	TIDE_dysfunction	131	0.6845588235294118	0.6455882352941177	0.5804730202048082	0.5478125399264986	0.23858416431842683	0.11415110795487338	True	computed_from_matched_predictions	0.14914285714285716
0.03781767640149126	-0.07192243490152898	0.14911299504237038	0.496	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_EcoNiche-Opt-WordNoInteraction	EcoNiche-Opt-WordNoInteraction	131	0.6845588235294118	0.645343137254902	0.5804730202048082	0.550278370708419	0.23858416431842683	0.2865400799184383	True	computed_from_matched_predictions	0.5251764705882354
0.040117159526537216	0.00023448773448786522	0.08587135640348711	0.05	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	EcoNiche-Opt-HeuristicEcology_vs_TIG	TIG	131	0.6845588235294118	0.6443627450980393	0.5804730202048082	0.5402750166694281	0.23858416431842683	0.11949029910582962	True	computed_from_matched_predictions	0.1
