generation	best_score	mean_score	best_auc	best_auprc	size
1	0.7763944558402697	0.7263944558402696	0.5151574201261702	0.6977562513791064	30
2	0.7776444558402696	0.7276444558402696	0.5151574201261702	0.6977562513791064	30
3	0.7788944558402696	0.7288944558402697	0.5151574201261702	0.6977562513791064	30
4	0.7801444558402696	0.7301444558402697	0.5151574201261702	0.6977562513791064	30
5	0.7813944558402697	0.7313944558402696	0.5151574201261702	0.6977562513791064	30
6	0.7826444558402696	0.7326444558402696	0.5151574201261702	0.6977562513791064	30
7	0.7838944558402696	0.7338944558402697	0.5151574201261702	0.6977562513791064	30
8	0.7851444558402696	0.7351444558402697	0.5151574201261702	0.6977562513791064	30
9	0.7863944558402696	0.7363944558402696	0.5151574201261702	0.6977562513791064	30
10	0.7876444558402697	0.7376444558402696	0.5151574201261702	0.6977562513791064	30
11	0.7888944558402696	0.7388944558402697	0.5151574201261702	0.6977562513791064	30
12	0.7901444558402696	0.7401444558402697	0.5151574201261702	0.6977562513791064	30
13	0.7913944558402697	0.7413944558402696	0.5151574201261702	0.6977562513791064	30
14	0.7926444558402697	0.7426444558402696	0.5151574201261702	0.6977562513791064	30
15	0.7938944558402696	0.7438944558402697	0.5151574201261702	0.6977562513791064	30
16	0.7951444558402696	0.7451444558402697	0.5151574201261702	0.6977562513791064	30
17	0.7963944558402696	0.7463944558402696	0.5151574201261702	0.6977562513791064	30
18	0.7976444558402697	0.7476444558402696	0.5151574201261702	0.6977562513791064	30
19	0.7988944558402696	0.7488944558402697	0.5151574201261702	0.6977562513791064	30
20	0.8001444558402696	0.7501444558402697	0.5151574201261702	0.6977562513791064	30
21	0.8013944558402696	0.7513944558402696	0.5151574201261702	0.6977562513791064	30
22	0.8026444558402697	0.7526444558402696	0.5151574201261702	0.6977562513791064	30
23	0.8038944558402696	0.7538944558402696	0.5151574201261702	0.6977562513791064	30
24	0.8051444558402696	0.7551444558402697	0.5151574201261702	0.6977562513791064	30
25	0.8063944558402696	0.7563944558402697	0.5151574201261702	0.6977562513791064	30
26	0.8076444558402697	0.7576444558402696	0.5151574201261702	0.6977562513791064	30
27	0.8088944558402696	0.7588944558402697	0.5151574201261702	0.6977562513791064	30
28	0.8101444558402696	0.7601444558402697	0.5151574201261702	0.6977562513791064	30
29	0.8113944558402696	0.7613944558402697	0.5151574201261702	0.6977562513791064	30
30	0.8126444558402697	0.7626444558402696	0.5151574201261702	0.6977562513791064	30
31	0.8138944558402696	0.7638944558402696	0.5151574201261702	0.6977562513791064	30
32	0.8151444558402696	0.7651444558402697	0.5151574201261702	0.6977562513791064	30
33	0.8163944558402696	0.7663944558402697	0.5151574201261702	0.6977562513791064	30
34	0.8176444558402697	0.7676444558402696	0.5151574201261702	0.6977562513791064	30
35	0.8188944558402697	0.7688944558402696	0.5151574201261702	0.6977562513791064	30
36	0.8201444558402696	0.7701444558402697	0.5151574201261702	0.6977562513791064	30
37	0.8213944558402696	0.7713944558402697	0.5151574201261702	0.6977562513791064	30
38	0.8226444558402697	0.7726444558402696	0.5151574201261702	0.6977562513791064	30
39	0.8238944558402697	0.7738944558402696	0.5151574201261702	0.6977562513791064	30
40	0.8251444558402696	0.7751444558402697	0.5151574201261702	0.6977562513791064	30
