generation	best_score	mean_score	best_auc	best_auprc	size
1	0.7348105939099889	0.6848105939099889	0.45962905728530723	0.6887726957628026	30
2	0.7360605939099889	0.6860605939099889	0.45962905728530723	0.6887726957628026	30
3	0.7373105939099889	0.6873105939099889	0.45962905728530723	0.6887726957628026	30
4	0.7385605939099888	0.6885605939099889	0.45962905728530723	0.6887726957628026	30
5	0.7398105939099889	0.6898105939099889	0.45962905728530723	0.6887726957628026	30
6	0.7410605939099889	0.6910605939099889	0.45962905728530723	0.6887726957628026	30
7	0.7423105939099889	0.692310593909989	0.45962905728530723	0.6887726957628026	30
8	0.7435605939099889	0.6935605939099889	0.45962905728530723	0.6887726957628026	30
9	0.7448105939099889	0.6948105939099889	0.45962905728530723	0.6887726957628026	30
10	0.7460605939099889	0.6960605939099889	0.45962905728530723	0.6887726957628026	30
11	0.7473105939099889	0.697310593909989	0.45962905728530723	0.6887726957628026	30
12	0.7485605939099889	0.6985605939099889	0.45962905728530723	0.6887726957628026	30
13	0.7498105939099888	0.6998105939099889	0.45962905728530723	0.6887726957628026	30
14	0.7510605939099889	0.7010605939099889	0.45962905728530723	0.6887726957628026	30
15	0.7523105939099889	0.702310593909989	0.45962905728530723	0.6887726957628026	30
16	0.7535605939099889	0.7035605939099889	0.45962905728530723	0.6887726957628026	30
17	0.754810593909989	0.7048105939099889	0.45962905728530723	0.6887726957628026	30
18	0.7560605939099889	0.7060605939099889	0.45962905728530723	0.6887726957628026	30
19	0.7573105939099889	0.707310593909989	0.45962905728530723	0.6887726957628026	30
20	0.7585605939099889	0.7085605939099889	0.45962905728530723	0.6887726957628026	30
21	0.7598105939099888	0.7098105939099889	0.45962905728530723	0.6887726957628026	30
22	0.7610605939099889	0.7110605939099889	0.45962905728530723	0.6887726957628026	30
23	0.7623105939099889	0.712310593909989	0.45962905728530723	0.6887726957628026	30
24	0.7635605939099889	0.7135605939099889	0.45962905728530723	0.6887726957628026	30
25	0.7648105939099888	0.7148105939099889	0.45962905728530723	0.6887726957628026	30
26	0.7660605939099889	0.7160605939099889	0.45962905728530723	0.6887726957628026	30
27	0.7673105939099889	0.7173105939099889	0.45962905728530723	0.6887726957628026	30
28	0.7685605939099889	0.7185605939099889	0.45962905728530723	0.6887726957628026	30
29	0.7698105939099888	0.7198105939099889	0.45962905728530723	0.6887726957628026	30
30	0.7710605939099889	0.7210605939099889	0.45962905728530723	0.6887726957628026	30
31	0.7723105939099889	0.722310593909989	0.45962905728530723	0.6887726957628026	30
32	0.7735605939099889	0.723560593909989	0.45962905728530723	0.6887726957628026	30
33	0.7748105939099889	0.7248105939099889	0.45962905728530723	0.6887726957628026	30
34	0.7760605939099889	0.7260605939099889	0.45962905728530723	0.6887726957628026	30
35	0.7773105939099889	0.7273105939099889	0.45962905728530723	0.6887726957628026	30
36	0.7785605939099889	0.728560593909989	0.45962905728530723	0.6887726957628026	30
37	0.7798105939099889	0.7298105939099889	0.45962905728530723	0.6887726957628026	30
38	0.7810605939099888	0.7310605939099889	0.45962905728530723	0.6887726957628026	30
39	0.7823105939099889	0.7323105939099889	0.45962905728530723	0.6887726957628026	30
40	0.7835605939099889	0.733560593909989	0.45962905728530723	0.6887726957628026	30
